strain,mds1,mds2,mds_label,predicted_outlier_status,predicted_LOF_outlier_status,X_scores
A/Thailand/KS07007/2007,-27.25238835062151,-30.215507859712826,-1,1,1,-1.0813689136814824
A/Massachusetts/12/2007,8.90386540836039,-32.60444532312701,-1,-1,-1,-4.079773460150323
A/Hue/H020/2007,-28.71898683043708,-31.349922435743967,-1,1,1,-1.144287878575179
A/Guangdong/04/2007,-31.57294133916492,-16.702944949973677,-1,1,1,-1.0397704508605226
A/Guangdong/548/2008,-40.59035331534971,-16.233905331317374,-1,1,-1,-1.6483435351677442
A/Guangdong/578/2008,15.521160412443654,-22.98811531751607,-1,1,1,-1.1460013415749857
A/Cheongju/H380/2007,-31.016377419826227,-16.428180567109685,15,1,1,-1.0019205321295797
A/Cheongju/H471/2008,-37.859741749712384,-16.333640133961627,-1,1,-1,-1.5623259526273314
A/Penza/55/2008,-27.283413262717694,-16.96566439165651,15,1,1,-1.0280217532588156
A/Wisconsin/45/2006,-35.756532691877936,-33.6625812695864,-1,1,-1,-1.547313422950201
A/California/VRDL253/2009,-27.392267024070826,-9.390637182424623,14,1,1,-1.1240618390253965
A/Moscow/26/2009,-24.39591605621301,-8.458980542453583,14,1,1,-1.007051743914165
A/Auckland/616/2005,-10.654847572096015,-36.574616568976616,7,1,1,-1.0361578293262503
A/Auckland/617/2005,-9.17429709286798,-36.516881559691775,7,1,1,-0.9984710726313526
A/Canterbury/124/2005,-2.6916063507000954,-34.377565897018854,7,1,1,-1.0265498663101051
A/Canterbury/67/2005,-7.144434213180528,-35.545010215582344,7,1,1,-1.1524294912916577
A/Canterbury/235/2005,-10.400685338570687,-36.54371609837722,7,1,1,-1.0043286339767694
A/Canterbury/64/2005,-6.268558779460316,-36.429523434610346,7,1,1,-1.0023904753322077
A/WesternAustralia/70/2005,-10.399373793433575,-36.534974000586466,7,1,1,-1.0005251130546238
A/Wellington/5/2005,-6.78880100327121,-35.534097955231424,7,1,1,-1.0360558689633206
A/WesternAustralia/74/2005,1.5133801118120362,-34.610454195048035,-1,1,-1,-2.2825547048502988
A/WesternAustralia/66/2005,-10.500820206967743,-36.539736555515034,7,1,1,-1.016048335906927
A/WesternAustralia/68/2005,-7.304871550008774,-36.3528080531621,7,1,1,-1.0561580024472952
A/Canterbury/260/2005,-16.247730905783335,-37.89156010771541,-1,1,1,-1.3297231957391715
A/Waikato/12/2005,-12.756597929544133,-37.58718385697605,7,1,1,-1.207553273676512
A/Waikato/8/2005,-11.948490912421088,-36.55870707437799,7,1,1,-1.0697740644272928
A/Waikato/7/2005,-1.2295315863713254,-35.61586763657132,7,1,1,-1.4076615440109734
A/Southland/5/2005,-3.748792900591008,-35.231337725394134,7,1,1,-1.0705669917367016
A/Waikato/6/2005,-2.6916048697518176,-34.37756573287248,7,1,1,-1.0265499131392881
A/Canterbury/248/2005,-3.749069641705395,-35.23137185531301,7,1,1,-1.0704943000076907
A/Canterbury/251/2005,-3.4190079157067634,-35.21319748285681,7,1,1,-1.0204032222367352
A/Wellington/8/2005,-13.985272690472796,-37.376724825813326,7,1,1,-1.2183867012301666
A/Canterbury/253/2005,-16.241355666578723,-37.89205402255797,-1,1,1,-1.3291250868050255
A/Waikato/16/2005,-2.6918143340134613,-34.377588948971145,7,1,1,-1.0265432898441338
A/Queensland/55/2005,0.5744061992027698,-33.45052487484548,-1,1,-1,-1.920048065443058
A/WesternAustralia/75/2005,-2.9116715772279016,-33.569999211741994,7,1,1,-1.1427162279616898
A/Queensland/56/2005,-8.899584075694712,-36.779722479101096,7,1,1,-0.9884225484621829
A/Queensland/60/2005,0.12100595828258108,-34.530039527519804,-1,1,-1,-1.7223695775553776
A/Waikato/15/2005,-18.097272691010154,-38.533991524822824,-1,1,1,-1.3644083468957162
A/Canterbury/16/2005,-8.854240250806273,-36.46620824136872,7,1,1,-1.0209363558648044
A/Australia/NHRC0001/2005,-9.851271787654717,-36.633992885236175,7,1,1,-0.9968328172421635
A/Australia/NHRC0004/2005,-9.50823693562272,-37.568343189401546,7,1,1,-0.9850325132859628
A/Australia/NHRC0009/2005,-3.3647278652381742,-35.208683225201895,7,1,1,-1.025322043707456
A/Australia/NHRC0003/2005,-5.269366723399101,-36.33471340895328,7,1,1,-1.1023149683849196
A/Australia/NHRC0012/2005,-3.364761938810382,-35.20868754974785,7,1,1,-1.025320689731173
A/Australia/NHRC0005/2005,-9.851558540722179,-36.634003248470705,7,1,1,-0.9968424110359271
A/Australia/NHRC0008/2005,-10.714835897082473,-36.628337908215975,7,1,1,-1.0160742371869214
A/Australia/NHRC0011/2005,-3.3647556209161333,-35.20868674789365,7,1,1,-1.025320940784228
A/California/NHRC0006/2005,-0.4563004900225913,-34.50122596117815,7,1,-1,-1.5255348783382732
A/Australia/NHRC0013/2005,-4.733856542446072,-36.00766186318669,7,1,1,-1.1608231058615681
A/Malaysia/29930/2004,-0.6238309700418223,-32.59953752664503,-1,1,-1,-1.6854325210492676
A/California/NHRC0002/2005,-8.343012256311484,-35.33302537052478,7,1,1,-1.2289517965641443
A/TayNguyen/TN393/2005,-21.29220375685084,-39.016196117735035,-1,1,-1,-1.541727855833694
A/Malaysia/28114/2004,-6.617542128773107,-36.72066738191646,7,1,1,-1.0721693299126307
A/Malaysia/29242/2004,-7.894122651292776,-36.55673624575232,7,1,1,-1.023409790286331
A/Malaysia/28991/2004,-2.010718895124389,-33.581882328172625,7,1,1,-1.2726954548572877
A/Malaysia/29350/2004,-6.404654992568947,-35.724704559017525,7,1,1,-0.997738084649799
A/Malaysia/29890/2004,-8.03432032426682,-37.48623894077665,7,1,1,-1.052576238233173
A/Malaysia/29361/2004,-2.5469570982674226,-35.393024622910026,7,1,1,-1.0675716802116832
A/Malaysia/NHRC0001/2004,-10.245829275784114,-38.2951780347052,7,1,1,-1.0486142139432975
A/Malaysia/NHRC0002/2004,-5.4991225740965115,-36.44510030994192,7,1,1,-1.0512175343247285
A/Malaysia/NHRC0003/2004,-10.239015396969592,-38.29905823133817,7,1,1,-1.0490100117205705
A/Malaysia/29711/2004,-9.698860808187963,-37.6043809390084,7,1,1,-0.9983533339934523
A/SouthCarolina/NHRC0002/2005,-12.059995702073088,-38.19123821843746,7,1,1,-1.122483356219338
A/Illinois/NHRC0001/2005,-9.431626487531151,-37.54490493472397,7,1,1,-0.9859555621050434
A/TayNguyen/TN380/2005,-13.955497544905956,-38.083638973513864,7,1,1,-1.2189587218970845
A/TayNguyen/TN381/2005,-12.863802769104405,-38.381879451378616,7,1,1,-1.184963081353732
A/TayNguyen/TN403/2005,-19.50268968845111,-39.28754429080495,-1,1,1,-1.4420609317504798
A/TayNguyen/TN340/2005,-13.68023098911564,-38.11417561486552,7,1,1,-1.198853155142153
A/Netherlands/132/2004,-12.371579087296407,-36.99671796751072,7,1,1,-1.1338201681114506
A/Texas/NHRC0001/2005,-13.514839999896624,-38.072487469769634,7,1,1,-1.1854415591855643
A/Auckland/621/2005,-6.987507036398211,-35.65159154923172,7,1,1,-1.1001578169529178
A/Canterbury/01/2005,-6.285220841869968,-35.778912131215456,7,1,1,-0.9847310802767815
A/Canterbury/19/2004,-5.205647754177861,-34.89874214538461,7,1,1,-0.9841314317700173
A/WesternAustralia/60/2004,-4.9278468078242215,-35.031609911074426,7,1,1,-0.9816794200857318
A/Waikato/69/2004,-5.640313348177982,-35.83166788800112,7,1,1,-0.9994522898578658
A/WesternAustralia/52/2004,-5.8816773012835615,-35.699602533756966,7,1,1,-0.9828454808333671
A/Canterbury/304/2004,-4.9511596685798445,-34.86552697623085,7,1,1,-0.9898175929396306
A/Canterbury/308/2004,-5.146723155995423,-34.90087017507336,7,1,1,-0.984512393054614
A/Canterbury/101/2004,-5.923471825063226,-35.723719570659775,7,1,1,-0.9774851843543603
A/Waikato/35/2004,-5.983742013187425,-35.74149886038282,7,1,1,-0.9733350772919531
A/Waikato/3/2005,-3.0291883437516947,-34.102829294794724,7,1,1,-1.0341562536691942
A/WesternAustralia/57/2004,-4.95115966917152,-34.865526976276485,7,1,1,-0.9898175929092148
A/Queensland/46/2004,-6.174738481518741,-35.789508281543604,7,1,1,-0.9784934692529659
A/Waikato/71/2004,-5.983735618060546,-35.74149846676062,7,1,1,-0.9733349841707352
A/Wellington/55/2004,-5.972218540182119,-35.71545977263264,7,1,1,-0.9706745757737456
A/WesternAustralia/54/2004,-5.1195173775787595,-34.892157978275705,7,1,1,-0.984512393054614
A/Canterbury/20/2004,-4.69065525583289,-34.155131924232165,7,1,1,-1.0116796847083642
A/Waikato/68/2004,-5.19491652908708,-34.91224015934599,7,1,1,-0.983329135619879
A/Wellington/23/2004,-3.6477480823496093,-34.270060382257235,7,1,1,-1.0308758885196148
A/Wellington/62/2004,-5.984036766632237,-35.71509785658551,7,1,1,-0.9699238778335235
A/Canterbury/108/2004,-5.219265475478382,-34.928535957039806,7,1,1,-0.982507584789683
A/Canterbury/311/2004,-5.088094297125712,-34.91089286448985,7,1,1,-0.9845123930546137
A/Canterbury/11/2004,-4.690655255835001,-34.15513192423234,7,1,1,-1.0116796847083582
A/Canterbury/16/2004,-4.690655255840877,-34.15513192423284,7,1,1,-1.0116796847085645
A/Canterbury/24/2004,-4.690655255834977,-34.15513192423233,7,1,1,-1.011679684708359
A/Canterbury/208/2004,-6.026373086907728,-35.70926817606515,7,1,1,-0.9704130294550681
A/Canterbury/21/2004,-5.16057195272399,-34.906370963059565,7,1,1,-0.9845123930546142
A/Queensland/49/2004,-5.314722622039881,-34.975517391117236,7,1,1,-1.0178437985055993
A/Waikato/40/2004,-5.194916542871102,-34.91224016047321,7,1,1,-0.9833291356014454
A/Waikato/22/2004,-7.400091686971178,-36.596248750712135,7,1,1,-1.049025414087478
A/WesternAustralia/56/2004,-4.927846810036531,-35.031609911267736,7,1,1,-0.9816794200427148
A/WesternAustralia/61/2004,-6.196889181878357,-35.791666852787685,7,1,1,-0.9789915450676494
A/WesternAustralia/64/2004,-6.196889833184535,-35.79166689375001,7,1,1,-0.9789915577425725
A/WesternAustralia/62/2004,-7.617902887566827,-36.66635338199514,7,1,1,-1.0511547345020409
A/Wellington/27/2004,-6.110025433479994,-34.49814133570024,7,1,1,-1.2519592855930337
A/Wellington/8/2004,-6.109995113393503,-34.498138753011105,7,1,1,-1.2519401634320753
A/NewYork/500/2004,-7.8809083432257845,-37.11670255600824,7,1,1,-1.0193182339799773
A/NewYork/190/2004,-10.255254361180487,-37.41618962203413,7,1,1,-1.004795657413755
A/NewYork/352/2005,-12.019088449498586,-38.25208771732184,7,1,1,-1.121238865592984
A/NewYork/200/2004,-10.255257578392806,-37.416189659802214,7,1,1,-1.004795851019176
A/NewYork/354/2004,-12.142709587753089,-38.18556439086353,7,1,1,-1.1421625112894476
A/NewYork/368/2004,-8.34537495584255,-36.543906765345966,7,1,1,-1.0222100032127155
A/NewYork/375/2005,-14.051922999522953,-38.85897923021239,7,1,1,-1.246129532591431
A/NewYork/393/2005,-12.235234720355852,-38.22037840250302,7,1,1,-1.15345335653677
A/NewYork/244/2004,-4.781905480028781,-34.01054761447822,7,1,1,-1.060270760297606
A/NewYork/210/2005,-6.371373396618744,-36.48990204725408,7,1,1,-1.0223438797087965
A/NewYork/98/2004,-7.633813027934997,-35.47859168159609,7,1,1,-1.1769382226250724
A/NewYork/363/2004,-5.187271850911039,-36.087662742506055,7,1,1,-1.0790038033301022
A/NewYork/394/2005,-7.364732200625002,-36.59381931173268,7,1,1,-1.0539170892587744
A/Christchurch/297/2004,-6.026372776796538,-35.7092681504181,7,1,1,-0.9704130199114276
A/Christchurch/339/2004,-5.194916528061412,-34.91224015926211,7,1,1,-0.9833291356726587
A/NewYork/379/2004,-4.6549289327036005,-36.284630325801935,7,1,1,-1.3465724239282237
A/Canterbury/309/2004,-5.9560872391694435,-35.71351281397285,7,1,1,-0.970639304349415
A/NewYork/908/2004,-7.022420158720663,-36.67587442141864,7,1,1,-1.0356925223207083
A/NewYork/918/2005,-5.670850832236912,-35.80080285196978,7,1,1,-0.9994524007395273
A/Christchurch/10/2004,-10.831379852410128,-36.11356010629723,7,1,1,-1.079123851858773
A/NewYork/191/2005,-10.255293576163725,-37.416190082468425,7,1,1,-1.0047980173016247
A/NewYork/319/2004,-7.881520801398885,-37.11672327799555,7,1,1,-1.0193436885850082
A/NewYork/468/2004,-3.6896491008808328,-34.346594336194364,7,1,1,-1.0183222969938581
A/NewYork/73/2004,-4.476230962362841,-33.319249730268666,7,1,1,-1.3169843018533147
A/NewYork/469/2004,-3.689648991481981,-34.346594326875326,7,1,1,-1.0183223107269888
A/NewYork/467/2004,-4.426877172916809,-34.4155991656252,7,1,1,-0.9600449174521273
A/NewYork/471/2004,-6.590456945403982,-36.095681577012755,7,1,1,-1.0248115580787793
A/NewYork/472/2004,-4.195301087089335,-35.14108681017431,7,1,1,-1.0197957361986105
A/NewYork/355/2004,-10.236817251298916,-37.394194912726455,7,1,1,-1.0036800747393924
A/NewYork/388/2005,-12.210841069196546,-38.223951174576094,7,1,1,-1.1509040816626634
A/Christchurch/13/2004,-2.748255336311085,-34.02442175586349,7,1,1,-1.0337255311211957
A/Wellington/3/2005,-18.09354432377699,-40.33493325831678,-1,1,1,-1.2779264658111358
A/NewYork/238/2005,-8.950128728627009,-36.30648423326899,7,1,1,-1.0211874215155115
A/NewYork/361/2005,-8.825518049544533,-37.580660165495964,7,1,1,-1.0102290410699666
A/NewYork/370/2004,-6.371374973738548,-36.48990213717704,7,1,1,-1.0223442176721529
A/NewYork/396/2005,-5.512002444252532,-34.79293644494661,7,1,1,-1.0486196651702202
A/NewYork/389/2005,-5.670849058289286,-35.8008026623354,7,1,1,-0.9994522898578658
A/NewYork/462/2005,-1.4772251042618665,-35.88739903665625,7,1,1,-1.4133414109248934
A/NewYork/464/2005,-10.583875840419406,-38.961937167548115,7,1,1,-1.123344004870492
A/NewYork/365/2004,-2.9921070945114203,-33.285571384140546,7,1,1,-1.3445340474943992
A/NewYork/381/2004,-7.0224215822311375,-36.6758745062612,7,1,1,-1.0356927582374351
A/NewYork/380/2004,-2.76683976429605,-34.02609135450429,7,1,1,-1.032279905713417
A/NewYork/466/2004,-7.505782758706203,-36.66626955931089,7,1,1,-1.0509155704032198
A/NewYork/463/2005,-14.982048717047324,-39.54260528292557,-1,1,1,-1.2303929987977122
A/BacGiang/BG003/2004,-3.0754688504705445,-37.25415477919349,7,1,1,-0.9644746013141157
A/Singapore/NHRC0001/2003,-2.9214137153696935,-38.31304457788654,7,1,1,-1.0028483008887104
A/Singapore/NHRC0005/2003,-2.8949495569745065,-38.305859105104105,7,1,1,-0.9749195185517682
A/Singapore/NHRC0008/2003,-2.894950135001561,-38.30585917553586,7,1,1,-0.9749195198489307
A/HaNoi/HN30127/2004,-2.7908402510111814,-37.38994486514477,7,1,1,-0.9548038481584111
A/HaNoi/HN30130/2004,-3.0754687694193708,-37.25415476884745,7,1,1,-0.9644746005283414
A/TayNguyen/TN152/2003,-3.143154094627826,-38.324965811482,7,1,1,-1.0012484576170002
A/NamDinh/HN30119/2004,-3.3425729006691767,-38.20405014534472,7,1,1,-0.9934182591778231
A/Singapore/NHRC0009/2003,-2.49754034261246,-37.50525506662878,7,1,1,-0.9880286944595834
A/HaNoi/HN30136/2004,-2.990127062408084,-38.35266032010399,7,1,1,-1.0014083674218577
A/HaNoi/HN30147/2004,-7.600102504296343,-41.06202537163518,-1,1,1,-1.4606536639803964
A/HaNoi/ISBM16/2005,-3.075468645880451,-37.25415475307786,7,1,1,-0.9644746047433645
A/TayNguyen/TN160/2003,-3.143153539227013,-38.32496574000182,7,1,1,-1.00124846243679
A/Malaysia/26430/2003,-2.5997896565421152,-37.50844090907961,7,1,1,-0.9898316502168083
A/Malaysia/26989/2004,-3.8606749306172223,-39.180390146020045,7,1,1,-1.1345374167682425
A/TayNguyen/TN186/2003,-3.749880034904515,-38.087245441928616,7,1,1,-1.022973711399845
A/Malaysia/26822/2004,-5.280192224605568,-40.065346121679674,7,1,1,-1.4810523931609134
A/Malaysia/26227/2003,-5.353580632830504,-40.094472885773584,7,1,1,-1.4978766417515148
A/Singapore/NHRC0004/2003,-2.8949494853213578,-38.30585909637333,7,1,1,-0.9749195183909661
A/Singapore/NHRC0006/2003,-2.8737146670324516,-38.301909227037456,7,1,1,-0.974923269757616
A/Hanoi/HN30240/2004,-2.6823208598698898,-39.15678888794066,7,1,1,-1.0708758544614314
A/Malaysia/26468/2003,-3.489594693614607,-39.21612658725002,7,1,1,-1.0672417480549892
A/Malaysia/26571/2003,-3.1431537821181337,-38.32496577126198,7,1,1,-1.001248460328972
A/Malaysia/26682/2004,-3.905751465619844,-39.18086522682237,7,1,1,-1.151415641812654
A/HongKong/HKU24/2004,-1.7564021220513728,-38.05302936109344,7,1,1,-1.1284698887423503
A/HongKong/HKU1/2004,-2.7134243492981103,-38.468566297285115,7,1,1,-1.0119120199685612
A/HongKong/HKU14/2004,-1.6738167364104528,-37.792534163413684,7,1,1,-1.1951343197523399
A/HongKong/HKU15/2004,-5.869619702850584,-40.02618256914504,7,1,1,-1.4516985996037335
A/Singapore/NHRC0003/2003,-2.4975403423686315,-37.50525506659758,7,1,1,-0.9880286944515779
A/Malaysia/29197/2004,-10.740171964463807,-42.15395756905513,-1,1,-1,-1.5388369432097384
A/Colombo/143/2003,-5.3361129774252385,-40.18012584682531,7,1,-1,-1.505591005414014
A/Colombo/166/2003,-2.9711227949852343,-37.264471478853224,7,1,1,-0.9633088145315805
A/HongKong/CUHK33894/2004,-3.9399659884029012,-39.187187644978046,7,1,1,-1.1665488580930463
A/HongKong/CUHK35435/2004,-5.0607900706647175,-40.042257742508795,7,1,-1,-1.505577975761128
A/HongKong/CUHK74438/2003,-3.1431536579476167,-38.32496575528123,7,1,1,-1.0012484614065276
A/HongKong/CUHK35011/2004,-6.270863587687361,-41.183722897689655,-1,1,-1,-1.5206406649806845
A/HongKong/CUHK35117/2004,-5.296891635214823,-40.10876768869753,7,1,1,-1.4894922383276872
A/HongKong/HKU6/2004,-5.588164372081,-40.16017284675976,7,1,1,-1.4331306821791887
A/Colombo/190/2003,-2.927969181692927,-35.4211088566095,7,1,1,-1.0474370343952792
A/HongKong/CUHK83422/2003,-3.1270615530814845,-36.21687860287012,7,1,1,-1.1088202090144026
A/HongKong/CUHK50372/2004,-4.595952483228809,-35.66310616236905,7,1,1,-1.051523131204892
A/HongKong/CUHK52390/2004,-3.7659104833578665,-33.03652181883633,7,1,1,-1.266082876992662
A/HongKong/CUHK5567/2005,-4.750339094682418,-33.98014980564509,7,1,1,-1.086393115230187
A/HongKong/CUHK50600/2004,-10.620249105430949,-43.013956413958155,-1,1,1,-1.297964685466098
A/HongKong/HKU18/2004,-6.271112773787169,-41.183741096574245,-1,1,-1,-1.520666134850282
A/Quebec/26-041105/2005,-8.308455950225321,-37.48498137425012,7,1,1,-1.0281086831477269
A/Quebec/26-100605/2005,-6.1218142084565255,-36.56139275835064,7,1,1,-1.026267740242165
A/Quebec/26-220405/2005,-8.14810364695909,-37.45289903079826,7,1,1,-1.053716451395156
A/Quebec/26-070605/2005,-5.14303511010895,-35.804484231474696,7,1,1,-1.0423142311655937
A/HongKong/CUHK7047/2005,-11.088368194235716,-37.01338286179249,7,1,1,-1.0072794668480691
A/NewYork/378/2005,-8.950129165538835,-36.306484250414684,7,1,1,-1.0211874879581555
A/HongKong/CUHK5300/2005,-7.9851806838432084,-38.725789826016815,7,1,-1,-1.5036597465966417
A/HongKong/CUHK8333/2005,-9.316906693762704,-35.24249952398775,7,1,1,-1.2165703924067914
A/HongKong/HKU44/2005,-3.0794253011796466,-31.25759024939323,-1,1,-1,-2.19555278656743
A/England/558/2003,-1.4491367922256286,-39.66171018534109,7,1,-1,-1.7442066659845619
A/Thailand/Siriraj-03/2004,-4.327508952598878,-39.28619207521326,7,1,1,-1.3109958430726176
A/NewYork/461/2005,-6.996249119509883,-35.51995717498168,7,1,1,-1.1553590419597937
A/NewYork/258/2005,-8.345375100869333,-36.543906772955076,7,1,1,-1.0222100055230894
A/Wellington/2/2005,-18.09354573529745,-40.33493310184721,-1,1,1,-1.2779265697011062
A/NewYork/245/2004,-18.500457836631245,-40.27309280269511,-1,1,1,-1.3079303495022263
A/Wellington/14/2004,-2.3385716318502574,-35.291852523906435,7,1,1,-1.076471522311667
A/Canterbury/104/2005,-24.168762264280467,-41.93717672563151,-1,1,1,-1.3836525816138967
A/Canterbury/105/2005,-24.166265665903737,-41.937745601520255,-1,1,1,-1.3835146350597693
A/Waikato/1/2005,-8.328719028047397,-39.67678783508193,7,1,-1,-1.5875080472255636
A/WesternAustralia/65/2005,-1.7738383986396788,-35.777647528133706,7,1,1,-1.334735058622662
A/NewYork/237/2004,-7.071049709562877,-36.683333286249685,7,1,1,-1.032531330264379
A/Christchurch/15/2004,-13.702009767810388,-43.05953313154952,-1,1,-1,-1.530804145594316
A/Wellington/6/2004,-13.165614044721787,-43.121107626134155,-1,1,-1,-1.5346804654677983
A/HongKong/HKU22/2004,-10.471118515826364,-42.33257476261425,-1,1,-1,-1.5207702905478526
A/HongKong/HKU9/2004,-6.865923545783678,-41.33266249135067,-1,1,1,-1.4186086593640286
A/NewYork/470/2004,-6.78738131683594,-36.74899171212336,7,1,1,-1.0735607322218168
A/Canterbury/200/2004,-17.890266191255126,-40.47368683183798,-1,1,1,-1.269033887658709
A/California/NHRC0010/2005,4.0623412284444775,-41.34808498994385,-1,1,-1,-1.6883739700552627
A/HongKong/HKU45/2005,-14.090655391109305,-42.752942208123635,-1,1,1,-1.425645974803702
A/NewYork/373/2005,-14.333209068682466,-42.79405864190592,-1,1,1,-1.3856098385282574
A/Netherlands/42/2006,-21.617968891625708,-38.55217255500835,-1,1,1,-1.4980001045078806
A/Australia/NHRC0001/2003,7.265055595566047,-45.204353632866486,8,1,1,-0.9900453105162039
A/Australia/NHRC0008/2003,8.154367569845357,-44.375084660214796,8,1,1,-1.176280682325069
A/Malaysia/25920/2003,3.783582214638845,-44.16756057735228,8,1,1,-1.0236183690470726
